holiday,temp,rain_1h,snow_1h,clouds_all,weather_description,weekend,time_slots,season,traffic_volume
0,-21.00999999999999,0.0,0.0,1,clear,0,wee_hours,season_0,717
0,-22.44999999999999,0.0,0.0,1,clear,0,wee_hours,season_0,2353
0,-22.829999999999984,0.0,0.0,1,clear,0,morning_hours,season_0,5366
0,-22.049999999999983,0.0,0.0,1,clear,0,morning_hours,season_0,5829
0,-21.279999999999973,0.0,0.0,20,low_clouds,0,morning_hours,season_0,5110
0,-20.309999999999974,0.0,0.0,40,haze,0,morning_hours,season_0,4417
0,-17.769999999999982,0.0,0.0,20,haze,0,noon_hours,season_0,3892
0,-15.739999999999952,0.0,0.0,75,low_snow,0,noon_hours,season_0,4100
0,-13.689999999999998,0.0,0.0,90,high_clouds,0,noon_hours,season_0,4383
0,-12.529999999999973,0.0,0.0,90,high_clouds,0,noon_hours,season_0,4370
0,-12.019999999999982,0.0,0.0,90,low_snow,0,noon_hours,season_0,4661
0,-11.539999999999964,0.0,0.0,90,low_snow,0,evening_hours,season_0,4836
0,-11.539999999999964,0.0,0.0,90,mist,0,evening_hours,season_0,4836
0,-10.96999999999997,0.0,0.0,90,low_snow,0,evening_hours,season_0,5597
0,-10.96999999999997,0.0,0.0,90,haze,0,evening_hours,season_0,5597
0,-10.609999999999957,0.0,0.0,90,low_snow,0,evening_hours,season_0,5191
0,-10.609999999999957,0.0,0.0,90,haze,0,evening_hours,season_0,5191
0,-9.839999999999975,0.0,0.0,90,low_snow,0,late_hours,season_0,3756
0,-9.019999999999982,0.0,0.0,90,high_clouds,0,late_hours,season_0,2687
0,-8.529999999999973,0.0,0.0,90,high_clouds,0,late_hours,season_0,2240
0,-7.859999999999957,0.0,0.0,90,high_clouds,0,late_hours,season_0,1828
0,-7.339999999999975,0.0,0.0,90,high_clouds,0,late_hours,season_0,1424
0,-7.0499999999999545,0.0,0.0,90,high_clouds,0,late_hours,season_0,952
0,-14.359999999999957,0.0,0.0,63,low_clouds,0,wee_hours,season_0,349
0,-14.359999999999957,0.0,0.0,63,low_clouds,0,wee_hours,season_0,276
0,-14.359999999999957,0.0,0.0,63,low_clouds,0,wee_hours,season_0,729
0,-14.359999999999957,0.0,0.0,63,low_clouds,0,wee_hours,season_0,2383
0,-14.359999999999957,0.0,0.0,63,low_clouds,0,morning_hours,season_0,5390
0,-10.620000000000005,0.0,0.0,99,high_clouds,0,morning_hours,season_0,6431
0,-9.21999999999997,0.0,0.0,90,low_snow,0,morning_hours,season_0,4768
0,-9.21999999999997,0.0,0.0,90,mist,0,morning_hours,season_0,4768
0,-9.21999999999997,0.0,0.0,90,fog,0,morning_hours,season_0,4768
0,-9.199999999999989,0.0,0.0,90,low_snow,0,noon_hours,season_0,4002
0,-9.199999999999989,0.0,0.0,90,mist,0,noon_hours,season_0,4002
0,-8.949999999999989,0.0,0.0,90,low_snow,0,noon_hours,season_0,4280
0,-8.949999999999989,0.0,0.0,90,mist,0,noon_hours,season_0,4280
0,-8.339999999999975,0.0,0.0,90,low_snow,0,noon_hours,season_0,4540
0,-8.339999999999975,0.0,0.0,90,mist,0,noon_hours,season_0,4540
0,-8.17999999999995,0.0,0.0,90,low_snow,0,noon_hours,season_0,4729
0,-8.17999999999995,0.0,0.0,90,mist,0,noon_hours,season_0,4729
0,-8.17999999999995,0.0,0.0,90,haze,0,noon_hours,season_0,4729
0,-7.92999999999995,0.0,0.0,90,low_snow,0,noon_hours,season_0,4944
0,-7.92999999999995,0.0,0.0,90,mist,0,noon_hours,season_0,4944
0,-7.92999999999995,0.0,0.0,90,haze,0,noon_hours,season_0,4944
0,-7.819999999999993,0.0,0.0,90,low_snow,0,evening_hours,season_0,5297
0,-7.819999999999993,0.0,0.0,90,mist,0,evening_hours,season_0,5297
0,-7.989999999999952,0.0,0.0,90,low_snow,0,evening_hours,season_0,6142
0,-7.989999999999952,0.0,0.0,90,mist,0,evening_hours,season_0,6142
0,-7.989999999999952,0.0,0.0,90,mist,0,evening_hours,season_0,5782
0,-7.779999999999973,0.0,0.0,90,mist,0,late_hours,season_0,4129
0,-7.779999999999973,0.0,0.0,90,haze,0,late_hours,season_0,4129
0,-7.67999999999995,0.0,0.0,90,mist,0,late_hours,season_0,2925
0,-7.67999999999995,0.0,0.0,90,low_snow,0,late_hours,season_0,2925
0,-7.42999999999995,0.0,0.0,90,mist,0,late_hours,season_0,2453
0,-7.42999999999995,0.0,0.0,90,low_snow,0,late_hours,season_0,2453
0,-7.42999999999995,0.0,0.0,90,haze,0,late_hours,season_0,2453
0,-7.060000000000002,0.0,0.0,90,mist,0,late_hours,season_0,2046
0,-7.060000000000002,0.0,0.0,90,haze,0,late_hours,season_0,2046
0,-7.060000000000002,0.0,0.0,90,low_snow,0,late_hours,season_0,2046
0,-6.739999999999952,0.0,0.0,90,mist,0,late_hours,season_0,1550
0,-6.739999999999952,0.0,0.0,90,low_snow,0,late_hours,season_0,1550
0,-6.739999999999952,0.0,0.0,90,haze,0,late_hours,season_0,1550
0,-6.3700000000000045,0.0,0.0,90,mist,0,late_hours,season_0,1079
0,-6.3700000000000045,0.0,0.0,90,haze,0,late_hours,season_0,1079
0,-6.3700000000000045,0.0,0.0,90,low_snow,0,late_hours,season_0,1079
0,-6.810000000000002,0.0,0.0,90,mist,0,wee_hours,season_0,604
0,-6.810000000000002,0.0,0.0,90,low_snow,0,wee_hours,season_0,604
0,-7.21999999999997,0.0,0.0,90,low_snow,0,wee_hours,season_0,353
0,-7.6299999999999955,0.0,0.0,90,low_snow,0,wee_hours,season_0,301
0,-7.6299999999999955,0.0,0.0,90,mist,0,wee_hours,season_0,301
0,-8.299999999999955,0.0,0.0,90,low_snow,0,wee_hours,season_0,326
0,-8.299999999999955,0.0,0.0,90,mist,0,wee_hours,season_0,326
0,-8.659999999999968,0.0,0.0,90,haze,0,wee_hours,season_0,675
0,-9.549999999999955,0.0,0.0,90,haze,0,wee_hours,season_0,2195
0,-10.129999999999995,0.0,0.0,90,haze,0,morning_hours,season_0,5263
0,-10.129999999999995,0.0,0.0,90,low_snow,0,morning_hours,season_0,5263
0,-10.689999999999998,0.0,0.0,90,low_snow,0,morning_hours,season_0,6380
0,-11.349999999999966,0.0,0.0,90,low_snow,0,morning_hours,season_0,5761
0,-11.25,0.0,0.0,90,low_snow,0,morning_hours,season_0,4844
0,-11.25,0.0,0.0,90,mist,0,morning_hours,season_0,4844
0,-11.549999999999955,0.0,0.0,90,low_snow,0,noon_hours,season_0,4327
0,-11.549999999999955,0.0,0.0,90,mist,0,noon_hours,season_0,4327
0,-11.439999999999998,0.0,0.0,90,low_snow,0,noon_hours,season_0,4787
0,-11.439999999999998,0.0,0.0,90,mist,0,noon_hours,season_0,4787
0,-11.039999999999964,0.0,0.0,40,low_snow,0,noon_hours,season_0,4880
0,-10.729999999999961,0.0,0.0,1,clear,0,noon_hours,season_0,5026
0,-10.549999999999955,0.0,0.0,1,clear,0,noon_hours,season_0,5315
0,-10.20999999999998,0.0,0.0,1,clear,0,evening_hours,season_0,5636
0,-10.46999999999997,0.0,0.0,1,clear,0,evening_hours,season_0,6256
0,-11.269999999999982,0.0,0.0,1,clear,0,evening_hours,season_0,5900
0,-11.919999999999959,0.0,0.0,1,clear,0,late_hours,season_0,4353
0,-12.229999999999961,0.0,0.0,1,clear,0,late_hours,season_0,3135
0,-11.659999999999968,0.0,0.0,1,clear,0,late_hours,season_0,2674
0,-10.889999999999986,0.0,0.0,1,clear,0,late_hours,season_0,2463
0,-10.329999999999984,0.0,0.0,1,clear,0,late_hours,season_0,2064
0,-9.70999999999998,0.0,0.0,1,clear,0,late_hours,season_0,1517
0,-7.4599999999999795,0.0,0.0,1,clear,1,wee_hours,season_0,375
0,-7.4599999999999795,0.0,0.0,1,clear,1,wee_hours,season_0,652
0,-7.779999999999973,0.0,0.0,1,clear,1,morning_hours,season_0,1597
0,-7.71999999999997,0.0,0.0,1,clear,1,morning_hours,season_0,2339
0,-6.859999999999957,0.0,0.0,1,clear,1,morning_hours,season_0,3177
0,-5.739999999999952,0.0,0.0,1,clear,1,noon_hours,season_0,3482
0,-4.149999999999977,0.0,0.0,1,clear,1,noon_hours,season_0,3813
0,-2.9799999999999613,0.0,0.0,1,clear,1,noon_hours,season_0,4406
0,-2.169999999999959,0.0,0.0,1,clear,1,noon_hours,season_0,4191
0,-1.8199999999999932,0.0,0.0,1,clear,1,noon_hours,season_0,4296
0,-1.589999999999975,0.0,0.0,1,clear,1,evening_hours,season_0,4387
0,-2.4499999999999886,0.0,0.0,20,low_clouds,1,evening_hours,season_0,4273
0,-3.9799999999999613,0.0,0.0,20,low_clouds,1,evening_hours,season_0,4230
0,-5.769999999999982,0.0,0.0,20,low_clouds,1,late_hours,season_0,3781
0,-7.329999999999984,0.0,0.0,20,low_clouds,1,late_hours,season_0,2342
0,-8.659999999999968,0.0,0.0,1,clear,1,late_hours,season_0,1933
0,-9.0,0.0,0.0,1,clear,1,late_hours,season_0,1873
0,-9.279999999999973,0.0,0.0,20,low_clouds,1,late_hours,season_0,2502
0,-10.729999999999961,0.0,0.0,1,clear,1,late_hours,season_0,1602
0,-10.789999999999964,0.0,0.0,1,clear,1,wee_hours,season_0,951
0,-11.370000000000005,0.0,0.0,1,clear,1,wee_hours,season_0,608
0,-11.349999999999966,0.0,0.0,1,mist,1,wee_hours,season_0,507
0,-11.120000000000005,0.0,0.0,1,clear,1,wee_hours,season_0,318
0,-12.060000000000002,0.0,0.0,1,mist,1,wee_hours,season_0,256
0,-12.939999999999998,0.0,0.0,1,mist,1,wee_hours,season_0,406
0,-12.439999999999998,0.0,0.0,1,mist,1,morning_hours,season_0,709
0,-12.370000000000005,0.0,0.0,1,mist,1,morning_hours,season_0,927
0,-12.46999999999997,0.0,0.0,1,mist,1,morning_hours,season_0,1478
0,-11.789999999999964,0.0,0.0,20,mist,1,morning_hours,season_0,2304
0,-9.299999999999955,0.0,0.0,1,mist,1,noon_hours,season_0,2897
0,-9.299999999999955,0.0,0.0,1,haze,1,noon_hours,season_0,2897
0,-8.029999999999973,0.0,0.0,1,haze,1,noon_hours,season_0,3190
0,-8.029999999999973,0.0,0.0,1,mist,1,noon_hours,season_0,3190
0,-6.659999999999968,0.0,0.0,1,haze,1,noon_hours,season_0,3441
0,-5.439999999999998,0.0,0.0,20,haze,1,noon_hours,season_0,3840
0,-4.849999999999966,0.0,0.0,20,haze,1,noon_hours,season_0,4074
0,-4.649999999999977,0.0,0.0,40,haze,1,evening_hours,season_0,4037
0,-5.259999999999991,0.0,0.0,40,haze,1,evening_hours,season_0,3969
0,-5.989999999999952,0.0,0.0,1,clear,1,evening_hours,season_0,3762
0,-7.17999999999995,0.0,0.0,75,low_clouds,1,late_hours,season_0,3062
0,-7.25,0.0,0.0,75,low_clouds,1,late_hours,season_0,2512
0,-8.060000000000002,0.0,0.0,75,low_clouds,1,late_hours,season_0,2087
0,-8.370000000000005,0.0,0.0,75,mist,1,late_hours,season_0,1669
0,-8.370000000000005,0.0,0.0,75,haze,1,late_hours,season_0,1669
0,-8.109999999999957,0.0,0.0,75,mist,1,late_hours,season_0,1384
0,-8.109999999999957,0.0,0.0,75,haze,1,late_hours,season_0,1384
0,-7.810000000000002,0.0,0.0,90,haze,1,late_hours,season_0,853
0,-8.099999999999966,0.0,0.0,90,haze,0,wee_hours,season_0,442
0,-8.620000000000005,0.0,0.0,40,haze,0,wee_hours,season_0,312
0,-9.079999999999984,0.0,0.0,1,clear,0,wee_hours,season_0,248
0,-9.239999999999952,0.0,0.0,40,low_clouds,0,wee_hours,season_0,278
0,-8.909999999999968,0.0,0.0,75,low_clouds,0,wee_hours,season_0,754
0,-9.45999999999998,0.0,0.0,75,low_clouds,0,wee_hours,season_0,2398
0,-10.849999999999966,0.0,0.0,20,low_clouds,0,morning_hours,season_0,5522
0,-11.549999999999955,0.0,0.0,20,low_clouds,0,morning_hours,season_0,6681
0,-12.359999999999957,0.0,0.0,1,clear,0,morning_hours,season_0,5839
0,-11.20999999999998,0.0,0.0,1,clear,0,morning_hours,season_0,4709
0,-9.569999999999993,0.0,0.0,1,clear,0,noon_hours,season_0,4131
0,-8.189999999999998,0.0,0.0,1,clear,0,noon_hours,season_0,4294
0,-7.21999999999997,0.0,0.0,20,low_clouds,0,noon_hours,season_0,4410
0,-6.439999999999998,0.0,0.0,20,low_clouds,0,noon_hours,season_0,4642
0,-5.989999999999952,0.0,0.0,20,low_clouds,0,noon_hours,season_0,5105
0,-6.0,0.0,0.0,20,low_clouds,0,evening_hours,season_0,5494
0,-6.669999999999959,0.0,0.0,40,low_clouds,0,evening_hours,season_0,6231
0,-7.92999999999995,0.0,0.0,40,low_clouds,0,evening_hours,season_0,5717
0,-9.089999999999975,0.0,0.0,20,low_clouds,0,late_hours,season_0,4169
0,-9.70999999999998,0.0,0.0,20,low_clouds,0,late_hours,season_0,2752
0,-10.019999999999982,0.0,0.0,20,low_clouds,0,late_hours,season_0,2229
0,-10.069999999999993,0.0,0.0,20,low_clouds,0,late_hours,season_0,1894
0,-9.269999999999982,0.0,0.0,75,low_clouds,0,late_hours,season_0,1440
0,-8.659999999999968,0.0,0.0,40,low_clouds,0,late_hours,season_0,961
0,-7.739999999999952,0.0,0.0,75,low_clouds,0,wee_hours,season_0,489
0,-6.109999999999957,0.0,0.0,90,high_clouds,0,wee_hours,season_0,333
0,-4.3799999999999955,0.0,0.0,90,high_clouds,0,wee_hours,season_0,230
0,-3.349999999999966,0.0,0.0,75,low_clouds,0,wee_hours,season_0,314
0,-2.4699999999999704,0.0,0.0,75,low_clouds,0,wee_hours,season_0,758
0,-2.3100000000000023,0.0,0.0,40,low_clouds,0,wee_hours,season_0,2432
0,-2.409999999999968,0.0,0.0,40,low_clouds,0,morning_hours,season_0,5674
0,-2.829999999999984,0.0,0.0,75,low_clouds,0,morning_hours,season_0,6771
0,-2.92999999999995,0.0,0.0,75,low_clouds,0,morning_hours,season_0,6094
0,-2.8799999999999955,0.0,0.0,75,low_clouds,0,morning_hours,season_0,4964
0,-1.7199999999999704,0.0,0.0,75,low_clouds,0,noon_hours,season_0,4357
0,-1.1499999999999773,0.0,0.0,75,low_clouds,0,noon_hours,season_0,4432
0,-0.0999999999999659,0.0,0.0,75,low_clouds,0,noon_hours,season_0,4589
0,1.0300000000000296,0.0,0.0,40,low_clouds,0,noon_hours,season_0,4858
0,1.2300000000000182,0.0,0.0,40,low_clouds,0,evening_hours,season_0,6486
0,0.29000000000002046,0.0,0.0,40,low_clouds,0,evening_hours,season_0,6271
0,-0.9199999999999591,0.0,0.0,40,low_clouds,0,late_hours,season_0,4677
0,-1.3599999999999568,0.0,0.0,40,low_clouds,0,late_hours,season_0,2805
0,-2.169999999999959,0.0,0.0,20,low_clouds,0,late_hours,season_0,2528
0,-2.75,0.0,0.0,40,low_clouds,0,late_hours,season_0,2278
0,-3.3999999999999773,0.0,0.0,75,low_clouds,0,late_hours,season_0,1733
0,-3.7199999999999704,0.0,0.0,75,mist,0,late_hours,season_0,945
0,-4.889999999999986,0.0,0.0,20,mist,0,wee_hours,season_0,531
0,-6.479999999999961,0.0,0.0,40,mist,0,wee_hours,season_0,357
0,-7.21999999999997,0.0,0.0,40,mist,0,wee_hours,season_0,271
0,-9.21999999999997,0.0,0.0,1,mist,0,wee_hours,season_0,773
0,-9.21999999999997,0.0,0.0,1,fog,0,wee_hours,season_0,773
0,-9.299999999999955,0.0,0.0,20,mist,0,wee_hours,season_0,2456
0,-8.269999999999982,0.0,0.0,75,mist,0,morning_hours,season_0,6852
0,-6.579999999999984,0.0,0.0,75,mist,0,morning_hours,season_0,6234
0,-4.849999999999966,0.0,0.0,75,mist,0,morning_hours,season_0,5061
0,-3.3100000000000023,0.0,0.0,75,mist,0,noon_hours,season_0,4243
0,-1.7299999999999613,0.0,0.0,75,haze,0,noon_hours,season_0,4677
0,-0.5699999999999932,0.0,0.0,75,low_clouds,0,noon_hours,season_0,4753
0,-0.01999999999998181,0.0,0.0,75,low_clouds,0,noon_hours,season_0,4780
0,0.410000000000025,0.0,0.0,75,low_clouds,0,noon_hours,season_0,5217
0,0.7100000000000364,0.0,0.0,90,high_clouds,0,evening_hours,season_0,5447
0,0.5200000000000387,0.0,0.0,90,high_clouds,0,evening_hours,season_0,6394
0,0.36000000000001364,0.0,0.0,90,high_clouds,0,evening_hours,season_0,6139
0,0.34000000000003183,0.0,0.0,90,high_clouds,0,late_hours,season_0,4465
0,-0.029999999999972715,0.0,0.0,90,high_clouds,0,late_hours,season_0,2952
0,-1.669999999999959,0.0,0.0,98,high_clouds,0,late_hours,season_0,2603
0,-0.5,0.0,0.0,20,low_clouds,0,wee_hours,season_0,314
0,0.5,0.0,0.0,1,clear,0,wee_hours,season_0,754
0,-0.19999999999998863,0.0,0.0,1,clear,0,noon_hours,season_0,4902
0,-1.0699999999999932,0.0,0.0,20,low_clouds,0,evening_hours,season_0,5886
0,-2.569999999999993,0.0,0.0,20,low_clouds,0,late_hours,season_0,4322
0,-4.769999999999982,0.0,0.0,20,low_clouds,0,late_hours,season_0,2857
0,-4.079999999999984,0.0,0.0,1,clear,0,late_hours,season_0,2474
0,-3.7099999999999795,0.0,0.0,1,clear,0,late_hours,season_0,2365
0,-3.6999999999999886,0.0,0.0,1,clear,0,late_hours,season_0,1070
0,-3.089999999999975,0.0,0.0,1,clear,0,wee_hours,season_0,557
0,-2.6399999999999864,0.0,0.0,1,clear,0,wee_hours,season_0,334
0,-2.509999999999991,0.0,0.0,1,clear,0,wee_hours,season_0,308
0,-2.2899999999999636,0.0,0.0,75,low_clouds,0,wee_hours,season_0,322
0,-1.7699999999999818,0.0,0.0,75,low_clouds,0,wee_hours,season_0,723
0,-1.0199999999999818,0.0,0.0,1,clear,0,wee_hours,season_0,2367
0,-0.6299999999999955,0.0,0.0,1,clear,0,morning_hours,season_0,5163
0,-0.6299999999999955,0.0,0.0,20,low_clouds,0,morning_hours,season_0,6029
0,-0.3599999999999568,0.0,0.0,20,low_clouds,0,morning_hours,season_0,5751
0,0.2300000000000182,0.0,0.0,20,low_clouds,0,morning_hours,season_0,4847
0,1.7300000000000182,0.0,0.0,40,low_clouds,0,noon_hours,season_0,4367
0,2.7100000000000364,0.0,0.0,75,low_clouds,0,noon_hours,season_0,4786
0,3.740000000000009,0.0,0.0,75,low_clouds,0,noon_hours,season_0,4885
0,3.740000000000009,0.0,0.0,90,high_clouds,0,noon_hours,season_0,5387
0,3.140000000000043,0.0,0.0,90,avg_rain,0,evening_hours,season_0,5668
0,3.140000000000043,0.0,0.0,90,avg_rain,0,evening_hours,season_0,5668
0,3.140000000000043,0.0,0.0,90,low_drizzle,0,evening_hours,season_0,5668
0,3.140000000000043,0.0,0.0,90,high_drizzle,0,evening_hours,season_0,5668
0,1.7700000000000387,0.0,0.0,90,avg_rain,0,late_hours,season_0,4476
0,1.7700000000000387,0.0,0.0,90,avg_rain,0,late_hours,season_0,4476
0,0.9000000000000341,0.0,0.0,90,avg_rain,0,late_hours,season_0,3433
0,0.9000000000000341,0.0,0.0,90,mist,0,late_hours,season_0,3433
0,0.9000000000000341,0.0,0.0,90,avg_rain,0,late_hours,season_0,3433
0,0.7800000000000296,0.0,0.0,90,avg_rain,0,late_hours,season_0,2711
0,0.7800000000000296,0.0,0.0,90,mist,0,late_hours,season_0,2711
0,0.7800000000000296,0.0,0.0,90,avg_rain,0,late_hours,season_0,2511
0,0.7800000000000296,0.0,0.0,90,mist,0,late_hours,season_0,2511
0,0.7800000000000296,0.0,0.0,90,low_drizzle,0,late_hours,season_0,2511
0,0.9000000000000341,0.0,0.0,90,mist,0,late_hours,season_0,2143
0,0.9000000000000341,0.0,0.0,90,avg_rain,0,late_hours,season_0,2143
0,1.0300000000000296,0.0,0.0,90,high_drizzle,0,late_hours,season_0,1629
0,1.0300000000000296,0.0,0.0,90,mist,0,late_hours,season_0,1629
0,1.0300000000000296,0.0,0.0,90,avg_rain,0,late_hours,season_0,1629
0,1.5200000000000387,0.0,0.0,90,high_drizzle,1,wee_hours,season_0,1043
0,1.5200000000000387,0.0,0.0,90,mist,1,wee_hours,season_0,1043
0,1.5200000000000387,0.0,0.0,90,avg_rain,1,wee_hours,season_0,1043
0,1.5200000000000387,0.0,0.0,90,mist,1,wee_hours,season_0,682
0,1.5200000000000387,0.0,0.0,90,avg_rain,1,wee_hours,season_0,682
0,1.5200000000000387,0.0,0.0,90,mist,1,wee_hours,season_0,518
0,1.5200000000000387,0.0,0.0,90,mist,1,wee_hours,season_0,353
0,1.5200000000000387,0.0,0.0,90,mist,1,wee_hours,season_0,382
0,1.650000000000034,0.0,0.0,90,mist,1,wee_hours,season_0,644
0,1.650000000000034,0.0,0.0,90,fog,1,wee_hours,season_0,644
0,1.650000000000034,0.0,0.0,90,high_drizzle,1,morning_hours,season_0,1142
0,1.650000000000034,0.0,0.0,90,mist,1,morning_hours,season_0,1142
0,1.650000000000034,0.0,0.0,90,fog,1,morning_hours,season_0,1142
0,1.5200000000000387,0.0,0.0,90,high_drizzle,1,morning_hours,season_0,1696
0,1.5200000000000387,0.0,0.0,90,mist,1,morning_hours,season_0,1696
0,1.650000000000034,0.0,0.0,90,mist,1,morning_hours,season_0,2624
0,1.900000000000034,0.0,0.0,90,mist,1,morning_hours,season_0,3377
0,2.140000000000043,0.0,0.0,90,mist,1,noon_hours,season_0,3600
0,2.390000000000043,0.0,0.0,90,high_drizzle,1,noon_hours,season_0,4017
0,2.390000000000043,0.0,0.0,90,mist,1,noon_hours,season_0,4017
0,2.390000000000043,0.0,0.0,90,fog,1,noon_hours,season_0,4017
0,2.5100000000000477,0.0,0.0,90,high_drizzle,1,noon_hours,season_0,4538
0,2.5100000000000477,0.0,0.0,90,mist,1,noon_hours,season_0,4538
0,2.5100000000000477,0.0,0.0,90,fog,1,noon_hours,season_0,4538
0,2.640000000000043,0.0,0.0,90,high_drizzle,1,noon_hours,season_0,4556
0,2.640000000000043,0.0,0.0,90,mist,1,noon_hours,season_0,4556
0,2.7700000000000387,0.0,0.0,90,high_drizzle,1,noon_hours,season_0,4547
0,2.7700000000000387,0.0,0.0,90,mist,1,noon_hours,season_0,4547
0,2.5100000000000477,0.0,0.0,90,high_drizzle,1,evening_hours,season_0,4557
0,2.5100000000000477,0.0,0.0,90,mist,1,evening_hours,season_0,4557
0,2.5100000000000477,0.0,0.0,90,fog,1,evening_hours,season_0,4557
0,2.5200000000000387,0.0,0.0,90,high_drizzle,1,evening_hours,season_0,4338
0,2.5200000000000387,0.0,0.0,90,mist,1,evening_hours,season_0,4338
0,2.7800000000000296,0.0,0.0,90,mist,1,evening_hours,season_0,4170
0,2.7800000000000296,0.0,0.0,90,high_drizzle,1,evening_hours,season_0,4170
0,2.7800000000000296,0.0,0.0,90,low_drizzle,1,evening_hours,season_0,4170
0,2.900000000000034,0.0,0.0,90,mist,1,late_hours,season_0,3789
0,2.900000000000034,0.0,0.0,90,high_drizzle,1,late_hours,season_0,3789
0,2.900000000000034,0.0,0.0,90,avg_rain,1,late_hours,season_0,3789
0,3.160000000000025,0.0,0.0,90,mist,1,late_hours,season_0,2627
0,3.160000000000025,0.0,0.0,90,high_drizzle,1,late_hours,season_0,2627
0,3.5300000000000296,0.0,0.0,90,mist,1,late_hours,season_0,2352
0,3.5300000000000296,0.0,0.0,90,high_drizzle,1,late_hours,season_0,2352
0,3.5300000000000296,0.0,0.0,90,low_drizzle,1,late_hours,season_0,2352
0,3.7800000000000296,0.0,0.0,90,mist,1,late_hours,season_0,2304
0,3.7800000000000296,0.0,0.0,90,fog,1,late_hours,season_0,2304
0,3.7800000000000296,0.0,0.0,90,high_drizzle,1,late_hours,season_0,2304
0,4.160000000000025,0.0,0.0,90,avg_rain,1,late_hours,season_0,2101
0,4.160000000000025,0.0,0.0,90,mist,1,late_hours,season_0,2101
0,4.160000000000025,0.0,0.0,90,high_drizzle,1,late_hours,season_0,2101
0,4.060000000000002,0.0,0.0,90,mist,1,late_hours,season_0,1807
0,3.0500000000000114,0.0,0.0,90,high_clouds,1,wee_hours,season_0,1049
0,1.2000000000000455,0.0,0.0,90,low_snow,1,wee_hours,season_0,681
0,1.2000000000000455,0.0,0.0,90,mist,1,wee_hours,season_0,681
0,-4.7099999999999795,0.0,0.0,90,low_snow,1,wee_hours,season_0,306
0,-5.579999999999984,0.0,0.0,90,low_snow,1,wee_hours,season_0,199
0,-6.949999999999989,0.0,0.0,90,low_snow,1,wee_hours,season_0,422
0,-8.089999999999975,0.0,0.0,90,low_snow,1,morning_hours,season_0,686
0,-8.319999999999993,0.0,0.0,90,low_snow,1,morning_hours,season_0,951
0,-9.319999999999993,0.0,0.0,90,low_snow,1,morning_hours,season_0,1444
0,-10.079999999999984,0.0,0.0,75,haze,1,noon_hours,season_0,2983
0,-10.079999999999984,0.0,0.0,75,low_snow,1,noon_hours,season_0,2983
0,-10.079999999999984,0.0,0.0,40,low_clouds,1,noon_hours,season_0,3498
0,-10.21999999999997,0.0,0.0,75,low_clouds,1,noon_hours,season_0,3907
0,-10.839999999999975,0.0,0.0,90,low_snow,1,noon_hours,season_0,3644
0,-11.829999999999984,0.0,0.0,75,low_clouds,1,evening_hours,season_0,3687
0,-12.569999999999993,0.0,0.0,90,high_clouds,1,evening_hours,season_0,3400
0,-13.20999999999998,0.0,0.0,40,low_clouds,1,late_hours,season_0,2363
0,-14.069999999999993,0.0,0.0,75,low_clouds,1,late_hours,season_0,1943
